Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
ASEA,Global X FTSE Southeast Asia ETF,Equity,"$43,594,500.00",3.75%,"27,768",$15.07,0.13%,No,False,0.45%,-1.66%,3.49%,4.25%,15.79%,"$8,906,181.57","-$1,645.66","$2,419,145.96","$11,414,918.66","$23,123,697.68","$32,438,159.76",Asia Pacific Equities,2011-02-17,0.65%,2 Platforms,$0.27,2021-06-29,$0.17,1.77%,21.85,0.85,42,54.53%,40%,20%,1099,$14.42,$15.30,$14.99,$15.12,49.85,C+,B-,A-,B+,A-,C+,7.14,39.46%,50.72%,331.13,0.14%,9.59%
PSCC,Invesco S&P SmallCap Consumer Staples ETF,Equity,"$43,438,200.00",-6.92%,"2,638",$102.85,1.81%,No,False,2.57%,1.48%,-5.73%,51.12%,60.80%,"-$8,179,440.00",$0.00,"-$1,953,940.00","-$2,113,230.00","-$29,860,270.00","-$28,839,820.00",Consumer Staples Equities,2010-04-07,0.29%,N/A,$1.65,2021-09-20,$0.47,1.51%,22.25,0.74,31,52.34%,40%,20%,1099,$94.09,$103.07,$102.02,$103.27,54.83,B-,A-,A,B,C+,C,2.32,25.88%,2.85%,73.8,8.91%,13.90%
ZIG,Acquirers Fund,Equity,"$43,371,400.00",-11.38%,"6,443",$27.96,1.27%,No,False,1.60%,5.45%,5.90%,19.89%,N/A,"$1,345,552.50",$0.00,"$668,930.00","$11,862,967.50","$35,302,007.50","$37,817,777.50",Large Cap Blend Equities,2019-05-15,0.89%,N/A,$0.04,2020-12-24,$0.04,0.14%,0.00,0.85,33,37.29%,40%,20%,1099,$25.40,$28.07,N/A,N/A,54.19,N/A,N/A,N/A,N/A,N/A,N/A,5.69,2.38%,30.52%,48.46,0.00%,12.84%
EUM,ProShares Short MSCI Emerging Markets,Equity,"$43,345,100.00",9.67%,"239,835",$13.95,-1.90%,Yes,-1x,-3.73%,-2.24%,20.31%,-27.57%,-31.72%,"$8,551,085.00","-$1,431,540.00","$8,296,025.00","$18,406,730.00","-$26,943,465.00","-$85,468,965.00",Inverse Equities,2007-11-01,0.95%,N/A,$0.00,2020-03-25,$0.02,0.00%,0.00,-0.73,1,100.00%,40%,20%,1099,$14.00,$15.41,$13.87,$14.10,44.74,A,B-,A+,B-,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SHUS,Syntax Stratified U.S. Total Market Hedged ETF,Equity,"$43,219,000.00",-3.87%,"5,734",$39.80,1.48%,No,False,0.23%,2.66%,N/A,N/A,N/A,"$81,000.00","-$1,972,000.00","-$1,972,000.00","$1,604,250.00","$1,604,250.00","$1,604,250.00",N/A,2021-06-15,0.65%,N/A,$0.00,N/A,N/A,0.00%,23.23,0.89,4,100.00%,40%,20%,1099,$37.98,$40.04,$39.45,$39.98,51.90,N/A,N/A,N/A,N/A,N/A,N/A,7.42,64.95%,56.37%,215.24,6.38%,6.12%
ERY,Direxion Daily Energy Bear 2X Shares,Equity,"$43,106,700.00",-66.43%,"923,315",$37.16,0.57%,Yes,-3x,-3.73%,-30.93%,-73.13%,-93.23%,-94.29%,"$10,882,614.31","-$32,633,485.69","-$26,132,135.69","$24,590,614.31","$8,103,609.24","-$14,013,775.88",Leveraged Equities,2008-11-06,0.99%,N/A,$0.00,2020-03-24,$0.15,0.00%,0.00,-3.61,5,100.00%,40%,20%,1099,$34.85,$51.11,N/A,N/A,35.25,A-,B,A,C,N/A,N/A,5.84,40.00%,32.77%,1.5,0.00%,0.00%
VMOT,Alpha Architect Value Momentum Trend ETF,Equity,"$42,554,400.00",-6.12%,"5,218",$25.16,-0.32%,No,False,-0.28%,1.00%,-8.54%,9.83%,3.56%,"-$1,025,000.00",$0.00,"-$740,700.00","-$2,674,700.00","-$48,884,450.00","$38,951,050.00",Global Equities,2017-05-03,0.83%,N/A,$0.02,2021-09-20,$0.02,0.08%,13.47,0.63,7,99.99%,40%,20%,1099,$24.53,$25.42,$25.09,$25.31,50.12,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
AZBO,AllianzIM U.S. Large Cap Buffer20 Oct ETF,Equity,"$42,197,600.00",-2.64%,"8,518",$26.95,0.67%,No,False,1.05%,1.04%,0.97%,N/A,N/A,"$3,263,945.00",$0.00,"$1,969,357.50","$11,400,647.50","$11,365,317.50","$11,365,317.50",Large Cap Blend Equities,2020-09-30,0.74%,N/A,$0.00,N/A,N/A,0.00%,25.99,0.28,2,100.00%,40%,20%,1099,$26.09,$26.97,$26.84,$27.02,52.96,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
PXQ,Invesco Dynamic Networking ETF,Equity,"$42,155,300.00",-21.96%,"2,495",$79.40,3.33%,No,False,5.34%,-1.19%,-7.26%,46.42%,82.16%,"$9,607,140.00",$0.00,"-$768,280.00","-$6,964,000.00","-$42,956,930.00","-$9,129,380.00",Technology Equities,2005-06-23,0.63%,N/A,$0.26,2021-09-20,$0.25,0.25%,29.82,1.02,32,46.40%,40%,20%,1099,$70.39,$79.21,$77.83,$80.24,50.75,B-,B-,B-,B,C+,B-,8.47,71.41%,80.54%,14.29,0.00%,1.84%
PSCF,Invesco S&P SmallCap Financials ETF,Equity,"$41,934,800.00",-11.78%,"2,157",$53.80,1.32%,No,False,1.78%,2.74%,-8.11%,15.16%,25.35%,"-$955,100.00",$0.00,"-$1,039,780.00","-$5,433,280.00","-$94,410,550.00","-$202,741,100.00",Financials Equities,2010-04-07,0.29%,N/A,$0.96,2021-09-20,$0.29,1.52%,17.81,1.08,158,15.70%,40%,20%,1099,$49.61,$53.86,$53.22,$54.09,51.64,B-,B+,C+,A,A-,A-,3.41,9.87%,6.42%,28.94,0.00%,5.02%
AMND,"ETRACS Alerian Midstream Energy High Dividend Index ETN due July 19, 2050",Equity,"$41,784,700.00",24.75%,530,$42.03,0.65%,No,False,3.00%,8.68%,16.80%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Energy Equities,2020-07-15,0.75%,N/A,$0.00,N/A,N/A,0.00%,0.00,1.02,0,0.00%,40%,20%,1099,$37.73,$42.22,$42.03,$42.03,61.22,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
JHMS,John Hancock Multifactor Consumer Staples ETF,Equity,"$41,650,900.00",1.12%,"13,235",$37.51,0.86%,No,False,-0.10%,-2.31%,7.95%,50.21%,54.78%,"$19,346,371.00","$1,487,532.00","$4,102,335.00","$19,347,694.00","$8,553,648.00","$18,669,113.00",Consumer Staples Equities,2016-03-28,0.40%,N/A,$0.70,2021-06-25,$0.32,1.96%,23.07,0.64,49,48.08%,40%,20%,1099,$35.77,$39.37,$37.04,$37.75,48.31,N/A,B-,N/A,N/A,N/A,N/A,9.17,96.47%,91.89%,69.08,17.29%,14.18%
GOEX,Global X Gold Explorers ETF,Equity,"$41,094,500.00",0.82%,"8,918",$29.57,5.53%,No,False,4.56%,-2.79%,-16.39%,59.00%,48.26%,"-$6,173,939.85","-$1,796.48","-$521,863.59","-$7,831,839.37","-$210,642.00","-$6,273,302.71",Materials,2010-11-03,0.65%,N/A,$1.04,2021-06-29,$0.15,3.11%,17.06,1.00,51,42.22%,40%,20%,1099,$25.42,$30.01,$28.96,$29.89,51.12,N/A,N/A,N/A,N/A,N/A,N/A,5.97,7.09%,34.65%,431.59,0.00%,0.00%
DVYA,iShares Asia/Pacific Dividend ETF,Equity,"$40,932,100.00",2.34%,"6,528",$37.68,1.34%,No,False,1.37%,4.11%,-5.90%,0.77%,1.50%,"-$9,542,005.00",$0.00,$0.00,"-$421,755.00","$14,489,900.00","$5,171,840.00",Asia Pacific Equities,2012-02-23,0.49%,N/A,$1.72,2021-09-24,$0.72,4.51%,9.87,0.92,52,33.77%,40%,20%,1099,$34.81,$37.80,$37.45,$37.80,56.39,B+,B+,B,A+,B+,C+,8.14,26.54%,73.37%,317.52,5.28%,7.77%
MBOX,EA Series Trust,Equity,"$40,926,600.00",-2.71%,"4,871",$26.40,0.53%,No,False,0.99%,2.61%,5.99%,N/A,N/A,"$6,361,697.00",$0.00,"$1,027,430.00","$30,162,714.00","$35,949,586.00","$35,949,586.00",N/A,2021-05-05,0.39%,N/A,$0.13,2021-09-13,$0.09,0.48%,19.55,0.82,52,26.87%,40%,20%,1099,$24.99,$26.74,$26.40,$26.40,51.96,N/A,N/A,N/A,N/A,N/A,N/A,9.32,97.76%,93.35%,121.61,8.45%,5.28%
SAMT,Strategas Macro Thematic Opportunities ETF,Equity,"$40,652,400.00",N/A,"23,245",$25.19,0.84%,No,False,1.06%,1.61%,N/A,N/A,N/A,"$37,825,985.27","$15,999,859.75","$20,206,037.06","$37,825,985.27","$37,825,985.27","$37,825,985.27",N/A,2022-01-26,0.65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62,22.35%,40%,20%,1099,$23.26,$25.43,$24.92,$25.34,51.97,N/A,N/A,N/A,N/A,N/A,N/A,6.73,9.94%,44.07%,359.64,5.86%,5.46%
WEBS,Direxion Daily Dow Jones Internet Bear 3X Shares,Equity,"$40,644,400.00",121.95%,"302,471",$37.76,-14.42%,Yes,-3x,-20.35%,2.69%,94.30%,N/A,N/A,"$19,441,300.00","$6,594,350.00","$5,933,750.00","$19,877,400.00","$30,331,367.34","$30,331,367.34",Leveraged Equities,2019-11-07,1.01%,N/A,$0.00,2020-03-24,$0.03,0.00%,0.00,-2.05,2,100.00%,40%,20%,1099,$37.59,$54.93,$35.09,$42.55,48.09,N/A,N/A,N/A,N/A,N/A,N/A,5.84,51.67%,32.86%,1.5,0.00%,0.00%
JHMH,John Hancock Multifactor Healthcare ETF,Equity,"$40,520,500.00",-9.10%,"3,411",$47.08,1.10%,No,False,-0.09%,1.08%,3.26%,54.30%,74.38%,"-$7,327,338.00",$0.00,"-$448,220.00","-$7,433,779.00","-$29,818,649.00","-$11,889,696.00",Health & Biotech Equities,2015-09-29,0.40%,N/A,$0.81,2021-06-25,$0.17,1.62%,24.64,0.83,120,36.79%,40%,20%,1099,$44.71,$47.82,$46.82,$47.21,49.27,N/A,B-,N/A,N/A,N/A,N/A,6.78,49.53%,44.61%,17.72,0.00%,13.71%
FDRV,Fidelity Electric Vehicles and Future Transportation ETF,Equity,"$40,502,700.00",-25.07%,"20,095",$20.58,3.99%,No,False,5.32%,3.78%,N/A,N/A,N/A,"$8,207,515.00",$0.00,"$988,330.00","$51,284,220.00","$51,284,220.00","$51,284,220.00",N/A,2021-10-05,0.39%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,51,37.41%,40%,20%,1099,$17.43,$20.57,$20.04,$20.87,52.59,N/A,N/A,N/A,N/A,N/A,N/A,7.1,35.48%,50.08%,117.53,0.00%,18.14%
FLTW,Franklin FTSE Taiwan ETF,Equity,"$40,330,000.00",-13.08%,"9,506",$40.42,1.08%,No,False,4.42%,2.31%,-6.69%,84.00%,N/A,"$185,000.00",$0.00,$0.00,"$185,000.00","$16,595,000.00","$25,835,000.00",Asia Pacific Equities,2017-11-02,0.19%,N/A,$0.82,2021-06-10,$0.05,1.82%,13.40,0.80,115,44.93%,40%,20%,1099,$36.73,$40.35,N/A,N/A,53.30,N/A,N/A,N/A,N/A,N/A,N/A,6.67,89.22%,43.22%,239.14,0.00%,5.75%
AZAO,AllianzIM U.S. Large Cap Buffer10 Oct ETF,Equity,"$40,322,500.00",-5.94%,"2,692",$28.60,0.99%,No,False,1.76%,1.11%,1.09%,N/A,N/A,"-$727,587.50",$0.00,$0.00,"$7,242,022.50","$11,350,545.00","$11,350,545.00",Large Cap Blend Equities,2020-09-30,0.74%,N/A,$0.00,N/A,N/A,0.00%,25.99,0.47,2,100.00%,40%,20%,1099,$27.11,$28.72,$28.60,$28.60,52.04,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
ROAM,Hartford Multifactor Emerging Markets ETF,Equity,"$40,064,900.00",-7.29%,"9,126",$22.30,1.18%,No,False,2.06%,1.47%,-9.88%,9.88%,10.63%,"$2,355,610.00",$0.00,$0.00,"$2,355,610.00","-$46,473,480.00","$12,391,240.00",Emerging Markets Equities,2015-02-26,0.44%,N/A,$0.73,2021-06-25,$0.31,2.91%,12.34,0.78,318,10.19%,40%,20%,1099,$20.75,$22.29,$22.18,$22.39,53.12,C+,B-,B+,B-,B-,A-,5.15,14.45%,26.04%,431.79,2.22%,4.67%
WBIG,WBI BullBear Yield 3000 ETF,Equity,"$40,013,300.00",1.94%,"3,246",$27.01,-0.04%,No,False,-0.34%,1.10%,2.73%,22.25%,27.84%,"-$3,998,530.00",$0.00,"-$1,331,285.00","-$7,989,090.00","-$57,272,263.42","-$54,546,263.42",Global Equities,2014-08-27,1.14%,N/A,$0.45,2021-10-27,$0.04,1.66%,18.89,0.56,11,99.45%,40%,20%,1099,$26.54,$27.27,N/A,N/A,48.25,B,C,N/A,B,C+,N/A,9.38,84.36%,93.92%,138.11,16.11%,5.13%
THCX,Cannabis ETF,Equity,"$39,929,100.00",-42.74%,"52,406",$4.89,2.95%,No,False,-1.41%,-14.21%,-72.95%,N/A,N/A,"$1,907,145.00",$0.00,$0.00,"-$7,558,325.00","$159,964,318.83","$159,964,318.83",Small Cap Blend Equities,2019-07-09,0.75%,N/A,$0.05,2021-06-29,$0.00,0.41%,0.00,1.75,28,57.74%,40%,20%,1099,$4.55,$5.48,N/A,N/A,38.79,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
TENG,Direxion Daily 5G Communications Bull 2X Shares,Equity,"$39,836,100.00",-28.86%,316,$21.99,4.52%,No,2x,7.23%,11.77%,N/A,N/A,N/A,"$28,731,800.00","$1,375,600.00","$2,611,900.00","$49,992,700.00","$49,992,700.00","$49,992,700.00",N/A,2021-06-10,0.95%,N/A,$0.02,2021-09-21,$0.02,0.08%,29.60,2.38,85,52.32%,40%,20%,1099,$17.34,$21.78,$21.10,$22.44,54.29,N/A,N/A,N/A,N/A,N/A,N/A,7.75,77.86%,64.21%,49.42,0.00%,3.66%
WBIL,WBI BullBear Quality 3000 ETF,Equity,"$39,165,100.00",-4.70%,"3,075",$29.52,0.07%,No,False,0.12%,1.20%,-3.17%,16.42%,22.04%,"-$1,537,500.00",$0.00,$0.00,"-$4,618,000.00","$8,332,372.54","-$40,962,627.46",Global Equities,2014-08-25,1.25%,N/A,$0.12,2021-09-27,$0.08,0.39%,25.02,0.57,15,94.25%,40%,20%,1099,$28.87,$29.71,N/A,N/A,47.57,B,C,N/A,A+,C,N/A,8.21,75.92%,74.96%,213.96,0.00%,2.60%
PINK,Simplify Health Care ETF,Equity,"$39,050,700.00",-8.58%,"102,685",$25.52,1.43%,No,False,0.12%,-0.04%,N/A,N/A,N/A,"$28,815,750.00",$0.00,"-$12,841,850.00","$40,120,050.00","$40,120,050.00","$40,120,050.00",Health & Biotech Equities,2021-10-07,0.50%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,56,49.01%,40%,20%,1099,$24.16,$25.93,$25.07,$25.75,49.14,N/A,N/A,N/A,N/A,N/A,N/A,6.87,55.81%,46.34%,18.24,0.00%,24.52%
TGRW,T. Rowe Price Growth Stock ETF,Equity,"$38,865,100.00",-27.41%,"15,372",$24.25,3.10%,No,False,5.68%,-1.36%,-20.92%,N/A,N/A,"$4,793,298.52",$0.00,"$446,070.04","$13,856,153.13","$31,628,776.44","$31,628,776.44",Large Cap Growth Equities,2020-08-04,0.52%,N/A,$0.06,2020-12-18,$0.06,0.17%,0.00,1.08,83,53.45%,40%,20%,1099,$21.56,$24.35,$23.68,$24.54,48.99,N/A,N/A,N/A,N/A,N/A,N/A,6.88,12.20%,46.37%,20.1,2.85%,5.31%
PBS,Invesco Dynamic Media ETF,Equity,"$38,806,200.00",-22.54%,"6,457",$39.32,2.21%,No,False,3.52%,-2.74%,-25.63%,23.87%,46.33%,"-$19,368,290.00",$0.00,"$2,283,540.00","-$76,154,070.00","-$53,248,800.00","-$104,207,300.00",All Cap Equities,2005-06-23,0.63%,Charles Schwab,$0.29,2021-09-20,$0.00,0.52%,23.82,1.18,32,46.41%,40%,20%,1099,$36.41,$40.27,$38.72,$39.65,45.84,A,B,A,B,C+,B-,3.86,14.45%,8.59%,9.98,0.00%,0.53%
CHIX,Global X MSCI China Financials ETF,Equity,"$38,532,100.00",-7.13%,"145,929",$13.02,1.09%,No,False,1.36%,1.72%,-17.35%,-8.65%,-0.73%,"-$12,331,043.64","$2,928.48","-$1,116,787.93","-$18,054,405.57","-$30,827,448.10","$31,783,500.49",China Equities,2009-12-10,0.65%,2 Platforms,$0.52,2021-06-29,$0.22,3.57%,5.66,0.67,98,57.51%,40%,20%,1099,$12.09,$13.07,$12.89,$13.09,51.19,A-,C+,C,C,A-,B-,6.09,22.04%,36.13%,2.37,0.00%,6.69%
SPCX,SPAC and New Issue ETF,Equity,"$38,418,700.00",-2.07%,"10,491",$27.42,0.40%,No,False,0.15%,-0.65%,-2.26%,N/A,N/A,"-$21,515,022.50","-$686,047.50","-$2,746,997.50","-$78,350,005.00","$41,877,260.00","$41,877,260.00",Money Market,2020-12-16,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-0.25,98,34.31%,40%,20%,1099,$27.18,$27.54,$27.36,$27.45,46.20,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
NERD,Roundhill BITKRAFT Esports & Digital Entertainment ETF,Equity,"$38,407,600.00",-22.87%,"11,166",$19.16,2.84%,No,False,3.64%,2.51%,-40.49%,N/A,N/A,"-$9,873,395.00",$0.00,"-$1,348,710.00","-$28,646,942.50","$53,935,775.14","$53,935,775.14",Global Equities,2019-06-04,0.50%,N/A,$0.32,2020-12-29,$0.32,1.10%,25.27,0.83,34,49.28%,40%,20%,1099,$16.72,$19.37,$18.81,$19.34,50.89,N/A,N/A,N/A,N/A,N/A,N/A,5.98,40.46%,34.73%,8.84,2.36%,0.95%
STNC,Stance Equity ESG Large Cap Core ETF,Equity,"$38,351,100.00",-12.79%,"2,809",$25.47,1.51%,No,False,1.99%,-0.72%,-0.23%,N/A,N/A,"$4,518,490.50",$0.00,$0.00,"$5,891,940.50","$10,898,319.50","$10,898,319.50",Large Cap Growth Equities,2021-03-16,0.85%,N/A,$0.00,N/A,N/A,0.00%,30.24,0.90,0,0.00%,40%,20%,1099,$23.81,$25.73,$25.47,$25.47,50.61,N/A,N/A,N/A,N/A,N/A,N/A,8.59,90.18%,82.82%,42.43,0.00%,11.40%
NACP,Impact Shares NAACP Minority Empowerment ETF,Equity,"$38,342,800.00",-13.87%,"3,632",$30.67,1.96%,No,False,3.37%,1.21%,-1.02%,63.21%,N/A,"$5,834,789.85","$8,059.38","$8,936.85","$12,544,926.17","$33,654,991.89","$35,763,305.40",Large Cap Growth Equities,2018-07-18,0.49%,N/A,$0.47,2021-09-27,$0.07,1.31%,0.00,0.99,205,30.56%,40%,20%,1099,$28.22,$30.76,$30.28,$30.86,51.19,N/A,N/A,N/A,N/A,N/A,N/A,7.93,53.90%,68.43%,162.53,4.56%,4.86%
SMHB,ETRACS 2xMonthly Pay Leveraged US Small Cap High Dividend ETN Series B,Equity,"$38,306,800.00",-13.62%,"29,008",$10.47,0.77%,No,2x,2.75%,9.52%,-20.50%,-32.84%,N/A,$0.00,$0.00,$0.00,"-$2,390,700.00","$99,840.00","$40,925,060.00",Leveraged Equities,2018-11-08,0.85%,N/A,$0.00,2020-07-13,$0.07,0.00%,0.00,2.98,N/A,N/A,40%,20%,1099,$8.96,$10.61,$10.28,$10.57,53.25,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GTR,WisdomTree Target Range Fund,Equity,"$38,295,400.00",-10.70%,"14,992",$23.32,0.95%,No,False,1.79%,0.24%,N/A,N/A,N/A,"$32,222,167.50",$0.00,"$3,940,055.00","$41,193,367.55","$41,193,367.55","$41,193,367.55",N/A,2021-10-07,0.70%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.00,2,100.00%,40%,20%,1099,$22.25,$23.32,$23.14,$23.40,51.17,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
EMXF,iShares ESG Advanced MSCI EM ETF,Equity,"$37,978,600.00",-10.06%,"9,715",$38.72,1.89%,No,False,4.18%,1.57%,-15.58%,N/A,N/A,"$12,419,490.00",$0.00,$0.00,"$29,959,490.00","$30,095,970.00","$30,095,970.00",Emerging Markets Equities,2020-10-06,0.16%,N/A,$0.35,2021-06-10,$0.18,0.78%,19.88,-1.15,422,23.60%,40%,20%,1099,$34.51,$38.89,$38.33,$38.91,52.16,N/A,N/A,N/A,N/A,N/A,N/A,9.16,99.15%,91.71%,109.06,0.00%,9.73%
HEQT,Simplify Hedged Equity ETF,Equity,"$37,859,300.00",-8.30%,"18,225",$23.45,0.56%,No,False,0.82%,0.21%,N/A,N/A,N/A,"$30,964,900.00","$582,450.00","$11,096,775.00","$41,736,925.00","$41,736,925.00","$41,736,925.00",N/A,2021-11-01,0.53%,N/A,$0.00,N/A,N/A,0.00%,N/A,0.00,3,100.00%,40%,20%,1099,$22.71,$23.73,$23.35,$23.50,48.71,N/A,N/A,N/A,N/A,N/A,N/A,7.99,75.93%,69.87%,150.12,6.65%,5.40%
JHME,John Hancock Multifactor Energy ETF,Equity,"$37,758,800.00",64.17%,"12,328",$36.28,-0.27%,No,False,2.94%,18.58%,70.39%,75.70%,63.09%,"$5,086,185.00","$361,162.00","$1,336,003.00","-$2,082,010.00","$1,473,615.00","$14,481,093.00",Energy Equities,2016-03-28,0.40%,N/A,$0.47,2021-06-25,$0.19,2.04%,36.78,1.90,38,50.51%,40%,20%,1099,$30.25,$36.78,$35.98,$36.55,64.23,N/A,B,N/A,N/A,N/A,N/A,8.66,73.89%,83.92%,689.62,0.00%,0.53%
WLDR,Affinity World Leaders Equity ETF,Equity,"$37,650,000.00",-5.16%,"4,426",$25.44,1.48%,No,False,1.59%,3.98%,-1.64%,34.72%,N/A,"$5,114,500.00",$0.00,"$1,244,500.00","$21,552,500.00","$31,103,500.00","$33,795,000.00",Large Cap Blend Equities,2018-01-17,0.67%,N/A,$0.53,2021-09-15,$0.10,1.87%,15.85,1.03,155,15.50%,40%,20%,1099,$23.35,$25.54,$25.26,$25.53,54.13,N/A,N/A,N/A,N/A,N/A,N/A,7.91,40.41%,68.12%,239.6,7.56%,3.30%
IEHS,iShares Evolved U.S. Healthcare Staples ETF,Equity,"$37,648,600.00",-11.25%,"4,785",$40.35,1.66%,No,False,0.53%,-0.58%,1.77%,53.32%,N/A,"$2,177,325.00",$0.00,$0.00,"$6,394,115.00","$26,086,915.00","$28,754,865.00",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.31,2021-09-24,$0.10,0.71%,33.32,0.82,169,54.42%,40%,20%,1099,$38.46,$40.92,N/A,N/A,47.62,N/A,N/A,N/A,N/A,N/A,N/A,6.79,51.63%,44.94%,15.12,0.00%,7.77%
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,Equity,"$37,069,400.00",-7.95%,"5,405",$62.23,1.29%,No,False,2.72%,2.02%,-16.28%,15.34%,11.22%,"-$6,202,688.00",$0.00,$0.00,"-$9,809,997.50","-$73,281,624.00","$25,180,812.00",Emerging Markets Equities,2016-06-14,0.95%,N/A,$1.36,2021-09-23,$0.59,1.98%,10.43,0.83,99,22.21%,40%,20%,1099,$57.19,$62.39,$61.73,$62.48,53.57,N/A,C,N/A,N/A,N/A,N/A,5.05,12.61%,25.15%,449.33,1.35%,5.10%
EDZ,Direxion Daily MSCI Emerging Markets Bear 3X Shares,Equity,"$36,886,300.00",22.18%,"818,135",$11.68,-5.19%,Yes,-3x,-10.29%,-7.96%,59.56%,-76.70%,-83.45%,"-$1,964,100.00","-$2,608,000.00","-$4,408,450.00","$1,000,800.00","$8,325,550.00","-$1,555,080.04",Leveraged Equities,2008-12-17,1.00%,N/A,$0.00,2020-03-24,$0.09,0.00%,0.00,-1.92,3,100.00%,40%,20%,1099,$11.70,$15.75,$11.48,$12.07,44.06,A-,B,A,C+,N/A,N/A,5.84,45.00%,32.78%,1.5,0.00%,0.00%
PBSM,Invesco PureBeta MSCI USA Small Cap ETF,Equity,"$36,858,800.00",-12.42%,"4,612",$34.27,2.27%,No,False,2.99%,2.03%,-11.20%,42.42%,N/A,"$5,159,300.00","-$41,550.00","$737,125.00","$1,603,375.00","$35,934,025.00","$38,434,025.00",Small Cap Growth Equities,2017-09-22,0.06%,N/A,$0.51,2021-09-20,$0.11,1.24%,18.68,1.18,1927,3.68%,40%,20%,1099,$30.90,$34.36,$33.92,$34.44,52.40,N/A,N/A,N/A,N/A,N/A,N/A,5.71,35.18%,30.76%,180.02,3.75%,6.99%
SIXJ,AllianzIM U.S. Large Cap 6 Month Buffer10 Jan/Jul ETF,Equity,"$36,815,000.00",N/A,"8,437",$24.06,1.13%,No,False,2.17%,2.09%,N/A,N/A,N/A,"$28,162,112.50",$0.00,"$571,660.00","$28,162,112.50","$28,162,112.50","$28,162,112.50",N/A,2021-12-31,0.74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,100.00%,40%,20%,1099,$22.57,$24.07,$23.83,$24.18,54.95,N/A,N/A,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GRES,IQ Global Resources ETF,Equity,"$36,739,300.00",16.39%,"13,535",$35.58,1.45%,No,False,1.98%,4.86%,17.48%,55.36%,57.55%,"$1,910,392.00",$0.00,"$1,633,396.50","$9,266,583.00","-$131,606,516.50","-$154,182,666.50",Commodity Producers Equities,2009-10-27,0.30%,Charles Schwab,$2.55,2020-12-30,$2.55,8.41%,17.20,0.60,207,29.62%,40%,20%,1099,$32.40,$35.80,$35.25,$35.74,57.80,B-,C,A-,A-,B+,A,8.59,71.11%,82.65%,457.66,7.25%,7.40%
FLAX,Franklin FTSE Asia ex Japan ETF,Equity,"$36,688,000.00",-11.43%,"9,951",$23.05,1.86%,No,False,4.00%,1.99%,-20.94%,19.56%,N/A,"$8,744,000.00",$0.00,$0.00,"$8,744,000.00","$21,340,000.00","$30,764,000.00",Asia Pacific Equities,2018-02-06,0.19%,N/A,$0.47,2021-06-10,$0.11,1.70%,15.75,0.73,1735,25.66%,40%,20%,1099,$20.95,$22.94,$22.81,$23.17,54.30,N/A,N/A,N/A,N/A,N/A,N/A,6.11,13.40%,36.35%,340.77,3.79%,6.85%
